Id,Arousal,Valence,Tag,Dataset,Neutral_Prompt,Emotional_Prompt
24963,-1.0,1.0,,emotic_train,a little girl with an umbrella standing on the street,"Child in teal attire holding a broken umbrella on a quiet, sunlit road. The child seems pensive and curious, evoking a sense of serene exploration and gentle melancholy."
24964,1.0,1.0,,emotic_train,a baseball game,"An exhilarating baseball game under a sunny sky, filled with anticipation and joy. A young player in mid-pitch, with teammates and a vibrant green field backdrop, captures the excitement and happiness of youth sports."
24965,-1.0,1.666666667,,emotic_train,a group of people sitting around a table eating,"Warm, intimate gathering of friends at a dimly-lit restaurant, sharing laughter and thoughtful conversations over a cozy dinner. Soft, ambient lighting creates a serene, nostalgic atmosphere, reminiscent of cherished memories and deep connections."
24966,-0.777777778,0.111111111,,emotic_train,a group of people sitting on a hill with umbrellas,"A tranquil scene of five people sitting outdoors, holding colorful umbrellas on a hazy, quiet morning. Soft, subdued light filters through, capturing a moment of calm and introspection amidst lush greenery. The atmosphere is serene, reflecting a low arousal and slightly positive valence."
24967,0.333333333,1.0,,emotic_train,a group of people hanging flags on a string,"A serene indoor scene with soft lighting, showing a person gently hanging colorful paper decorations on a string, evoking peace and creativity, surrounded by warm, inviting architectural elements."
24968,1.0,-1.0,,emotic_train,a group of people walking down a hospital hallway,"Emergency room chaos, doctors and nurses rushing a patient on a stretcher down a dim hospital corridor, urgency and desperation in the air. Blurred motion, intense atmosphere, echoes of panic and concern."
24969,0.333333333,0.333333333,,emotic_train,a horse pulling a wagon,"A serene country fair scene with powerful, majestic horses pulling a wagon, guided by an attentive handler. The vibrant atmosphere is filled with a sense of calm and modest joy, with onlookers appreciating the display."
24970,0.333333333,1.0,,emotic_train,a man is standing in front of a green car,"Vintage street scene with classic cars and colorful dresses, two men enjoying a casual chat. Nostalgic ambiance, relaxed vibe."
24971,-2.333333333,1.0,,emotic_train,"two young girls smile from their window of a house in a village in the outskirts of the outskirts of kathmandu, nepal","A serene moment of joy with a smiling mother and daughter, leaning out of a rustic bamboo window, capturing the warmth and simplicity of rural life."
24972,1.666666667,0.333333333,,emotic_train,a skateboarder does a trick on a rail at the skatepark in the park,"A determined skateboarder in a red shirt performs a daring grind on a rail at a skatepark under a cloudy sky, exuding youthful energy and concentration. Urban thrill and focus."
24973,-1.0,-1.0,,emotic_train,a woman standing in a living room with a dog,"A man stands in a dimly lit, cluttered room with a small dog, evoking feelings of isolation and melancholy."
24974,1.666666667,1.666666667,,emotic_train,a group of people skiing down a snowy slope,"Joyful skiers enjoying a winter day on a snowy mountain slope, lively and vibrant atmosphere, surrounded by tall evergreen trees, cheerful and victorious poses, crisp and cold air, capturing the thrill and exhilaration of outdoor adventure."
24975,2.333333333,0.333333333,,emotic_train,a young man riding a skateboard down a sidewalk,"Urban skateboarding vibe: two friends, city plaza, sunny day, energetic moves, casual attire, excitement in the air, camaraderie, thrill and adventure, bright and bustling cityscape background, lively atmosphere."
24976,3.0,1.666666667,,emotic_train,a woman in black shirt and shorts playing tennis,"A determined tennis player fiercely competing on a clay court under bright daylight, exuding intense focus and drive, the backdrop studded with advertisements and a hint of the stadium crowd. The scene is charged with competitive energy and passion."
24977,3.0,-1.0,,emotic_train,a young man riding a skateboard on a ramp,"Black-and-white scene of a young skateboarder in mid-trick at a skate park. The mood is tense and dynamic, capturing the intensity and slight frustration of mastering the sport. Background shows blurred onlookers, adding to the sense of motion and struggle."
24978,-1.666666667,-0.333333333,,emotic_train,google office google office google office google office google office google office google office google office google office google office google,"In a dimly lit tech office, employees engage half-heartedly in recreational activities, including table tennis and billiards, under a gray, sterile ambiance. The mood is subdued, monotonous, and slightly tense, reflecting low energy and mild discontent."
24979,1.0,0.666666667,,emotic_train,a group of young men playing frc in the,"Four enthusiastic young men leaping energetically to catch a flying disc during an outdoor Ultimate Frisbee game on a sunny day, set against a scenic backdrop of hills and bright blue skies."
24980,-1.0,-1.666666667,,emotic_train,a man standing next to an elephant in the water,"A chained baby elephant stands solemnly beside a caring man, water reflecting their shared melancholy. The surrounding wilderness, while green and alive, contrasts with the subdued mood, capturing a poignant moment of connection and sorrow. The image feels both touching and heart-wrenching."
24981,-0.666666667,-0.666666667,,emotic_train,a group of children sitting around a table eating,"Children at a dimly lit birthday party, surrounded by untouched food and muted excitement. A cake with candles is presented; the atmosphere feels subdued and melancholic, with a sense of anticipation hanging in the air."
24982,-0.333333333,0.333333333,,emotic_train,a man standing next to a bunch of bananas,"Rural marketplace with an abundance of green bananas, two women in conversation, earthy tones, rustic ambiance, a serene and thoughtful mood."
24983,-1.0,0.333333333,,emotic_train,a man is preparing to make pizza in the kitchen,"A dimly lit kitchen, an older man holds a pot, standing in front of a pizza with a knife on the counter. The atmosphere is subdued, mixing nostalgia with a touch of melancholy."
24984,-1.0,1.0,,emotic_train,a woman sitting in a chair,"Tranquil waiting room scene, two women sitting comfortably, one smiling while reading, the other focused on paperwork, soft natural light streaming in from the window, filled with a sense of calm and contentment."
24985,-1.333333333,0.0,,emotic_train,a man walking through a restaurant with a pizza,"��Dimly lit cafeteria, bustling with people, multiple pizzas on display, individuals lining up in a somber and subdued atmosphere, evoking a sense of mundane routine and slight dissatisfaction.��"
24986,-1.0,-1.666666667,,emotic_train,a man with glasses and a blue shirt,"Capture the emotion of a man in a state of deep frustration and worry, with furrowed brows and a tense expression, evoking a sense of overwhelming stress and concerned contemplation in a close-up shot."
24987,2.333333333,1.0,,emotic_train,a woman in a blue shirt is petting a horse,"Serene countryside stable with caring veterinarians tending to a gentle gray horse, surrounded by lush greenery. A moment of calm and compassion in nature, showcasing the bond between humans and animals."
24988,-1.0,0.333333333,,emotic_train,the baseball players are getting ready to play,"A subdued baseball game at a lively stadium, a pitcher mid-throw, set against colorful, playful cartoon car murals, under a distant, cloudy sky. The crowd is engaged but slightly muted, a mix of excitement and calm, capturing the balance of joy and serenity.��"
24989,-0.333333333,0.333333333,,emotic_train,a group of people standing around a bench,"Group of friends in a serene forest setting, casually chatting and enjoying each other's company, sunlight filtering through the trees, conveying a relaxed and slightly reflective mood."
24990,1.666666667,1.666666667,,emotic_train,a man riding a bike down a street,"A serene urban street with a focused girl biking calmly past old brick buildings and cycling signs, exuding a balanced mix of tranquility and mild positive energy. Soft light illuminates the scene, highlighting the peaceful vibe."
24991,1.0,1.0,,emotic_train,olympic athlete competes during the men's downhill,"Thrilling alpine ski racer speeding down snowy slopes, navigating between vibrant red and blue gates, in a high-energy, intense competition. The crisp winter air and pristine white snow set the stage for a moment of sheer exhilaration and skill."
24992,-1.0,0.333333333,,emotic_train,a baseball team sitting on the dug,"Baseball team in a dim dugout, players in green jerseys sit solemnly, some lost in thought, others conversing quietly, surrounded by graffiti-covered brick walls. Overcast skies and subdued lighting add to the melancholic atmosphere."
24993,1.0,1.0,,emotic_train,a man in a wheelchair with a man standing next to him,"Friendly, warm moment in a cozy, accessible hallway. A smiling elderly woman in a mobility scooter with a supportive companion, both radiating happiness and contentment. Soft lighting and patterned wallpaper, creating an inviting and inclusive atmosphere filled with positive energy."
24994,-0.333333333,1.0,,emotic_train,a little girl sitting on a swing with a teddy bear,"Delightful young girl on a swing, clutching a beloved teddy bear, surrounded by the vibrant and joyful atmosphere of a park on a bright day. Her serene smile radiates pure happiness and contentment."
24995,1.0,-0.333333333,,emotic_train,a man and woman are standing in a room,"Intense tango dancers locked in a passionate embrace, vibrant red dress flowing, soft dramatic lighting, blurred background, captivating mood of longing and connection."
24996,-0.333333333,0.0,,emotic_train,a group of people holding signs and flags,"Outdoor protest with a diverse group holding signs and flags, expressing concern and seeking justice under a bright sky. The mood is somber yet unified, reflecting a community standing together for a cause."
24997,-1.0,0.333333333,,emotic_train,two women sitting at a table with plates and cups,"Two friends share a quiet meal in a cozy, softly lit caf��. A subtle tension lingers in the air, their expressions and posture revealing a complex mix of emotions. The atmosphere is calm yet slightly uneasy. Floral arrangements and wooden furniture add a serene ambiance. The scene captures an intimate, emotionally charged moment."
24998,-1.0,0.333333333,,emotic_train,two people sitting at a table with plates of food,"A cozy evening with simple, homemade meals laid out on a wooden table, a child in a red robe sits quietly. Soft, warm lighting creates an intimate, somber mood, reflecting a sense of quiet contentment and understated melancholy."
24999,-3.0,-3.0,,emotic_train,a woman leaning on a railing,"A young woman in workout clothes, leaning against a railing, looks exhausted and defeated. Urban backdrop with industrial elements, conveying a deep sense of fatigue and emotional struggle. Overcast sky adds to the somber mood."
25000,-0.666666667,0.666666667,,emotic_train,three young girls standing on the steps outside,"Three children in old-fashioned attire stand outside a house, displaying a mix of playful and reserved expressions. The girls wear dresses, one in yellow and the other in white, and the boy is dressed in a shirt with a red scarf, crossing his arms. The scene exudes a nostalgic, whimsical charm with a casual, candid moment."
25001,-0.333333333,-0.333333333,,emotic_train,a group of people standing around a table,"A lively kitchen scene with friends gathered around, engaged in animated conversation. Plates of delicious food and vibrant decor create a warm and bustling atmosphere, evocative of shared moments and underlying tension."
25002,-2.333333333,1.0,,emotic_train,a woman and two children sitting at a table,"A cozy family mealtime in a warmly lit kitchen, where a mother and her two children enjoy pizza and drinks together, radiating love and comfort. The room is filled with colorful books and personal mementos, creating an inviting, homely atmosphere."
25003,-1.0,-0.333333333,,emotic_train,a man and woman standing next to a fire hydrant,"Two people stand with their bikes on an urban street corner, faces filled with melancholy. The overcast sky and heavy air contribute to a muted, somber atmosphere as they gaze at each other thoughtfully, surrounded by city chaos."
25004,-0.333333333,0.333333333,,emotic_train,a woman walking down the street talking on her cell,"City street scene, a pensive woman walking while talking on the phone, people passing by in the background, golden sunlight casting long shadows. The atmosphere feels calm yet introspective."
25005,1.0,0.333333333,,emotic_train,a boy flying a kite in the sky,"A serene evening under the expansive blue sky, a young person flying a kite over lush green grass. Joy and calm blend seamlessly, creating an atmosphere of peaceful delight. People in the background add a sense of community and leisurely enjoyment. Beautiful, tranquil moments captured in the soft light of dusk."
25006,-0.555555556,0.333333333,,emotic_train,two boys reading books on the floor,"Children lying on cozy blankets, engrossed in their books. The scene exudes a calm and heartwarming atmosphere, blending curiosity and comfort in a shared moment of quiet reading."
25007,-0.333333333,0.333333333,,emotic_train,a man and woman in formal attire posing for the camera,"A serene evening gathering, a well-dressed couple enjoys a moment, subtly smiling in a softly lit environment. The ambiance is calm and relaxed, emitting a warm, subdued joy. Background features gentle lighting and elegant decor, enhancing the intimate, quiet celebration."
25008,2.333333333,1.666666667,,emotic_train,a little girl playing with a ball in the backyard,"Sunny outdoor scene with a joyful child in red pants playing catch with a caring adult, vibrant chairs around them hinting at a relaxed family atmosphere, shadows cast on the ground."
25009,0.333333333,-0.333333333,,emotic_train,a young boy and girl dancing in a dance studio,"Two young children passionately dancing in a vibrant and lively setting, one girl in a black dress with red polka dots and one boy in a light blue shirt with red suspenders. The ambiance is joyful yet nostalgic, reflecting mixed emotions of delight and a hint of melancholy. Background features festive decorations and an elegant gathering."
25010,3.0,1.666666667,,emotic_train,a skateboarder does a trick at the skate park,"Skateboarder mid-air at sunset, capturing the thrill of a high jump at a skate park, surrounded by trees and graffiti, evoking a mix of excitement and calm in a serene, twilight setting."
25011,-2.333333333,-1.0,,emotic_train,a man in a suit eating a sandwich and a laptop,"A solitary businessman in a dim office, dressed in a suit, devours a fast-food meal while staring blankly at his laptop screen, surrounded by fries and a soda. The scene exudes stress and fatigue, depicting a sense of unhealthy lifestyle and overwork."
25012,-1.666666667,-2.333333333,,emotic_train,a girl sitting on the steps of a brick building,"A young woman in a red and black dress sits on stone steps, holding her head in distress. Her sorrowful posture contrasts with the rough brick wall and a wilted rose on the ground, evoking feelings of deep sadness and despair."
25013,-0.333333333,1.333333333,,emotic_train,a man and woman are standing on a stage,"A surreal and playful moment on a brightly lit stage, where a man humorously manipulates a woman's ears. The scene is lighthearted with an intriguing twist, set against a backdrop of geometric blue patterns, evoking curiosity and a touch of bizarre charm."
25014,1.666666667,1.0,,emotic_train,a man is standing next to a bus,"A busy city street scene with a frustrated commuter and a stern traffic inspector directing a yellow city bus. The air is filled with tension and urgency, capturing the hustle of public transportation and the emotions of those involved."
25015,0.333333333,1.666666667,,emotic_train,a man sitting in a chair holding a cell,"A man relaxes in an armchair, holding up a toothbrush with a casual smile, creating a low-key yet positive atmosphere. Nearby, a paper bag lies conveniently open, emphasizing a sense of gentle curiosity and contentment."
25016,0.333333333,0.333333333,,emotic_train,a woman in a red car with an umbrella,"Elegant parade with queens holding parasols in a vibrant red convertible adorned with flags, celebrating cultural pride. Emotions of calm joy and community spirit fill the festive street scene."
25017,1.333333333,0.333333333,,emotic_train,baseball player hits the ball during a game against sports team,"A baseball game in full swing at a crowded stadium, the batter poised to hit, full of anticipation and focused determination. The crowd eagerly watches, creating an atmosphere of excitement and tension."
25018,3.0,1.0,,emotic_train,the baseball team is playing in a game,"Young baseball team practicing on a sunny field, moments of camaraderie and anticipation before a big game, determined faces, green grass, bright uniforms, clear sky."
25019,-0.666666667,0.0,,emotic_train,a large white building,"Dimly lit, upscale urban shopping mall. Shoppers move leisurely, ambient atmosphere evokes a sense of calm indifference. Reflects late-afternoon tranquility and slight disengagement."
25020,1.0,0.333333333,,emotic_train,a young girl in a yellow shirt is holding a baseball bat,"An intense moment captured: A young child stands ready to bat on a sunlit baseball field, bat poised, concentrating deeply. The scene is set with warm sunlight and scattered baseballs, encapsulating the thrilling anticipation of sport.""

"
25021,-1.0,1.0,,emotic_train,a group of children are playing tennis in a tent,"Enthusiastic children at a lively tennis event, joyously clapping and smiling, with a playful person dressed as a pirate cheering them on. The atmosphere is vibrant and energetic, filled with laughter and excitement."
25022,-1.0,0.333333333,,emotic_train,a woman sitting on a couch holding a baby,"An elderly woman lovingly entertains a curious baby with a teddy bear puppet. The cozy, nostalgic atmosphere of a vintage living room filled with warmth, greenery by the window. Tender moments of intergenerational bonding, gentle smiles, and heartfelt memories. Muted colors with a touch of sentimentality."
25023,-0.666666667,0.0,,emotic_train,a man and woman looking at a model of a house,"A minimalist office space; serious atmosphere. Two architects collaborate intensely over a modern architectural model, focused and absorbed in their work. The background features design sketches, fostering a sense of dedication and professional creativity."
25024,0.333333333,-0.666666667,,emotic_train,a group of people in a gym,"A group of people in a somber gym, dim lighting, engaged in intense kickboxing training with a sense of struggle and determination, the atmosphere charged with resilience amidst underlying tension."
25025,1.222222222,1.666666667,,emotic_train,a group of people standing around a table,"A lively office party in full swing; colleagues laughing with cake-smeared faces, embodying spontaneous joy and camaraderie. Bright and colorful, the hall exudes a spirited atmosphere of fun and celebration."
25026,-0.333333333,1.0,,emotic_train,a skateboarder doing a trick on a cement wall,"Joyful skateboarder soaring mid-air, skillfully navigating a bowl in a lively skate park. Sunny day, vibrant energy, feeling of exhilaration and freedom."
25027,-0.333333333,0.333333333,,emotic_train,a woman sitting on rocks eating a sandwich,"Content woman savoring a delicious pastry by a serene riverside, surrounded by nature; overcast sky with a sense of calm and satisfaction, muted tones with a touch of warmth. Evening picnic atmosphere."
25028,0.333333333,-0.333333333,,emotic_train,a man throwing a frc in the,"A lone man plays frisbee in a park at dusk, his expression a mix of deep focus and slight unease. The surrounding trees and a one-way sign hint at feelings of direction but uncertainty, creating a somber yet peaceful scene."
25029,3.0,0.333333333,,emotic_train,a surfer rides a wave at the surf park in san,"Young surfer expertly navigating powerful whitewater rapids, dynamic movement, thrill of adventure, vibrant energy, determination, sunlit waves, capturing the essence of excitement and youthful vigor."
25030,0.333333333,0.777777778,,emotic_train,a family posing for a picture,"Family skiing at Killington Peak, all smiles in colorful winter gear, against a snowy backdrop with trail maps and frosty trees. Joyful bonding moment captured on a bright, chilly day."
25031,1.666666667,0.333333333,,emotic_train,a baseball game is being played on a field,"Dynamic baseball pitcher mid-action, intense concentration, grassy stadium backdrop, sunny day, capturing the spirit of the game."
25032,1.0,0.333333333,,emotic_train,a man and a child playing in the grass,"Joyful summer day, a playful moment between a parent and child in a lush park, laughter and lightheartedness fill the air, capturing the essence of carefree happiness and love amid green grass and shadows of majestic trees."
25033,1.666666667,1.0,,emotic_train,a woman in a green sweater and brown pants playing frng with a fr,"A carefree person in a green hoodie joyfully playing frisbee in a lush, vibrant park. The scene is light-hearted under soft daylight, surrounded by blooming flowers and green trees. The atmosphere is playful and serene, exuding a sense of simple, carefree joy.""

"
25034,0.333333333,1.0,,emotic_train,a man in a white fur coat and a woman in a white fur coat,"Two playful friends in eccentric costumes, one in a wig and the other in a hat and sunglasses, share a lighthearted moment against a warm orange backdrop. They interact humorously with an apple and an orange, encapsulating joy and whimsy."
25035,-1.0,1.0,,emotic_train,two women looking at a giant plant,"A serene botanical setting with a rare corpse flower in full bloom captivates an intrigued mother and child, surrounded by lush greenery and curious onlookers. An atmosphere of tranquil fascination prevails."
25036,3.0,-1.0,,emotic_train,a woman in a pink shirt is swinging a bat at a baseball game,"A tense moment in an urban softball game, a player in mid-swing under gray skies. A quiet park surrounded by tall buildings, teammates clad in matching outfits. The atmosphere is somber yet charged, a stark contrast of competitive energy amidst underlying gloom."
25037,-0.333333333,-0.333333333,,emotic_train,a man and two children sitting at a kitchen counter,"A quiet evening in a cozy kitchen, subtle tension in the air, a family gathered around the counter, enjoying pizza. The ambiance is dim, the room softly lit, capturing a moment of underlying frustration amidst everyday life.""

"
25038,0.466666667,1.266666667,,emotic_train,the family at the restaurant,"Happy reunion at a cozy restaurant, friends gathered around a table, smiling warmly, vibrant attire, glasses clinking, and joyful moments shared. Ambient and nostalgic atmosphere, reflecting genuine connection and contentment."
25039,-1.0,0.333333333,,emotic_train,a man playing guitar in an office,"Serene musician in a cozy home studio, playing an acoustic guitar amidst books and recording equipment. A sense of calm and introspection fills the room, as warm lighting enhances the inviting, thoughtful ambiance.""

"
25040,-0.555555556,0.333333333,,emotic_train,the band plays in the yard,"Serene outdoor brass quintet performance, under a canopy on a grassy lawn, musicians in formal attire engrossed in harmonies, a calm ambiance under overcast skies, subtle joy and tranquility blending seamlessly."
25041,-1.666666667,1.666666667,,emotic_train,a man taking a picture of a topiary in the gardens of hever castle,"��Exquisite topiary garden with a majestic castle in the background, serene and meticulously maintained, emitting a sense of peaceful elegance and whimsical charm, with a gardener carefully shaping the lush greenery.��"
25042,-2.333333333,-1.666666667,,emotic_train,a young boy sitting on the floor with his teddy bear,"Lonely young adult sitting in a stark, empty room, holding a teddy bear tightly. The scene exudes a deep sense of sadness and isolation, with muted colors and minimal light accentuating the somber mood."
25043,-1.0,-1.0,,emotic_train,a man in a suit is standing in an elevator,"Man in a suit, standing alone in a modern glass elevator, surrounded by cold, sterile lighting. He looks upward with a sense of longing and isolation, encapsulating a moment of introspection and melancholy in a futuristic, yet emotionally distant environment."
25044,-2.333333333,-0.333333333,,emotic_train,a man driving a car,"A young man driving alone, looking slightly anxious yet determined in a dimly lit car interior. Subtle tension fills the air, as he navigates a cityscape blurred in the background. An atmosphere of uncertainty and introspection pervades the scene."
25045,-1.666666667,-0.333333333,,emotic_train,a little girl playing tennis on a tennis court,"A little girl, donned in a colorful hat, plays tennis on an empty court, surrounded by scattered tennis balls. Her concentrated expression contrasts with the serene, slightly melancholic atmosphere."
25046,1.0,1.0,,emotic_train,a man working on a machine in a factory,"A dedicated technician meticulously inspects a large industrial machine, ensuring optimal performance with precision tools, highlighting the commitment and reliability in a modern, well-maintained facility."
25047,0.333333333,0.333333333,,emotic_train,a bunch of oranges,"Vibrant market scene under a clear blue sky, bustling with colorful oranges in the foreground and people casually interacting, capturing a sense of everyday life and community."
25048,1.0,1.0,,emotic_train,a group of people sitting at tables in a restaurant,"Cozy caf�� bustling with activity, groups of people engaged in lively discussions and collaborative work, warm light and greenery adding to the relaxed and cheerful atmosphere."
25049,-0.333333333,0.333333333,,emotic_train,a little girl running through the yard with her stuffed animals,"A serene afternoon in a lush garden, a young girl with a teddy bear walks calmly, her focused expression mirroring the gentle surroundings as a playful puppy bounds ahead."
25050,-1.666666667,1.0,,emotic_train,young woman lying on the grass with laptop,"A peaceful, content young woman lying on the grass, working on her laptop amidst a lush, green park. Soft sunlight filters through the trees, creating a serene and tranquil ambiance. The setting evokes calmness, relaxation, and balance in nature."
25051,-0.333333333,0.333333333,,emotic_train,two girls sitting at a table with food,"Casual lunchtime at a cozy cafe, two friends sharing a quiet, warm-hearted moment. Soft smiles, gentle lighting, relaxed atmosphere with simple food and drinks, evoking contentment and subtle joy."
25052,0.0,-0.333333333,,emotic_train,two young girls playing with a computer in a library,"Two kids in a library, playing video games with a projector, their expressions hinting at frustration and confusion, surrounded by bookshelves and empty chairs. The atmosphere feels tense and slightly melancholic."
25053,-1.0,1.0,,emotic_train,a little boy playing with a fr,"A playful scene: a young child sitting on grass with a frisbee over their head, surrounded by adults' legs. The setting is light-hearted and humorous, capturing the innocence and joy of childhood playfulness."
25054,-0.333333333,-0.333333333,,emotic_train,president obama walks through the fence at the white house,"Somber walk behind bars, figures in the distance, somber mood, confinement surrounding them."
25055,-0.666666667,0.666666667,,emotic_train,a woman and two children playing in the dirt,"A caring scene in a serene rural field, a joyful woman in blue attire engaging with two children, fostering warmth and connection. The setting radiates a sense of calmness and affectionate bonding amidst nature."
25056,-1.666666667,1.666666667,,emotic_train,a man sitting on a bench reading a book,"Young man immersed in nostalgic joy, holding a giant playing card, vibrant t-shirt, surrounded by playful yet tranquil ambiance, dim room lit gently. Reflective surfaces add depth to his quiet delight."
25057,-1.0,-0.333333333,,emotic_train,a group of people on a boat,"Calm yet contemplative moments on a boat, anchored by a serene tropical beach. People appear lost in thought, conveying a subtle melancholy under the bright sun and clear blue waters."
25058,0.0,-0.333333333,,emotic_train,people sitting at tables on the side of the road,"A peaceful lakeside ice cream stand, people sitting at white plastic tables under the shade of trees, distant cars driving by, calm and nostalgic atmosphere with a hint of melancholy."
25059,-0.777777778,-0.111111111,,emotic_train,two people kneeling on the ground looking at a piece of wood,"A group of people stand on the edge of a deep, barren crevice under a clear sky, gazing in contemplation and worry. The cracked earth reflects an atmosphere of tension and concern, highlighting the fragility of the landscape."
25060,1.666666667,0.333333333,,emotic_train,two boys playing with a ball in the grass,"Two friends playing catch in a tranquil park, one in mid-throw, surrounded by lush greenery and a serene atmosphere. The scene captures a blend of excitement and relaxation, emphasizing camaraderie and the simple joys of outdoor activities."
25061,0.222222222,1.0,,emotic_train,a group of people dancing in a room,"A lively group of friends joyfully dancing in a vibrant club with colorful lights and decorations, capturing the essence of pure happiness and celebration. The atmosphere is filled with energy and enthusiasm, reflecting the joyful bonds and fun moments shared."
25062,1.666666667,1.0,,emotic_train,two men playing frly in a field,"Four friends intensely compete in a spirited game of ultimate frisbee in a vibrant park, encapsulating the thrill of the moment under a bright, sunny sky. Surrounded by lush greenery, the excitement and high energy of the game are palpable."
25063,-1.666666667,0.555555556,,emotic_train,a group of people posing for a picture with tennis rackets,"Prompt: ""A nostalgic black and white photo of a high school tennis team from the 1970s, exuding calm reflection and subtle contentment. The team poses proudly on a tennis court, holding their rackets with quiet confidence."
25064,-1.0,0.333333333,,emotic_train,a little girl standing in front of a toilet,"Title: ""A Little Girl's Uncertainty""

Prompt: ""A confused little girl in a light blue dress stands alone in a dimly lit bathroom, facing a small toilet. The atmosphere feels solemn and misunderstood."
25065,0.0,0.333333333,,emotic_train,the boys are playing in the sand box,"Children playing frisbee golf in a lush, green park surrounded by trees, capturing a calm and neutral atmosphere. The scene evokes mild contentment and tranquility as the kids enjoy their outdoor activity amidst nature."
25066,1.0,1.333333333,,emotic_train,a group of women in white tennis uniforms,"Vintage black-and-white photo of a joyful women's tennis team, smiling and posing confidently with rackets in front of a brick wall, the spirit of camaraderie and youthful energy vividly captured."
25067,1.666666667,0.333333333,,emotic_train,a man in a blue shirt and shorts playing with a ball,"Two men playing frisbee on a sunny day, one shirtless and the other in athletic wear fiercely launching the frisbee. Lush green field, clear sky, energetic and competitive atmosphere."
25068,1.0,0.333333333,,emotic_train,a young boy in a black leather jacket and white pants,"Young man in a black leather jacket, standing outside a quaint house, with a warm yet restrained smile, holding gloves and a cap. The atmosphere evokes a subtle mix of nostalgia and calm anticipation."
25069,0.333333333,0.333333333,,emotic_train,lenny p performs at the grammys,"Under a moody, dim blue stage light, a passionate male performer sings energetically, wearing a black sleeveless jacket and headband. His expressive face and powerful stance encapsulate the raw intensity and dynamic emotion of a live concert."
25070,1.0,-0.333333333,,emotic_train,a skier in mid air,"A lone ski jumper soars through a clear blue sky, embodying a mix of exhilarating freedom and somber isolation. The tension between the thrill of the flight and the emptiness of the vast sky captures a moment of intense, poignant exhilaration."
25071,2.333333333,0.333333333,,emotic_train,a baseball player swinging at a ball during a game,"Intense baseball game at night, players in action, batter poised to swing, catcher and umpire focused, stadium filled with spectators, atmosphere charged with anticipation and thrill."
25072,1.0,0.333333333,,emotic_train,a man on a motorcycle is surrounded by a crowd,"Vibrant motorcycle parade at night, onlookers filled with excitement and curiosity, bright orange bike shining under streetlights, festive winter night atmosphere, bundled up crowd smiling and cheering, rider in helmet and jacket, sense of wonder and thrill in the air."
25073,0.666666667,0.333333333,,emotic_train,a group of people sitting around a table with pizza,"Happy friends gathering around a table with delicious pizzas, sharing smiles and joy. Cozy atmosphere, warm lighting, and a sense of camaraderie fill the room, capturing the essence of youthful bonds and shared moments. This scene exudes a blend of excitement and heartfelt connection."
25074,-1.0,-0.333333333,,emotic_train,a woman sitting on a bed with a laptop,"A young woman sits on a messy bed in a small, dimly lit room, her expression reflecting deep sadness and fatigue, absorbed in her laptop. The ambiance is lonely and cluttered, with disarrayed blankets, a neglected calendar, and tangled string lights, echoing feelings of disconnection and melancholy."
25075,1.666666667,0.333333333,,emotic_train,a baby sitting in a suitcase in front of a bookcase,A curious toddler with a top-knot sits inside an open suitcase in a cozy room filled with books and colorful fans. The scene captures a blend of playfulness and serene exploration.
25076,-0.777777778,-1.0,,emotic_train,a store with a variety of toys on display,"A cluttered toy store filled with people, a sense of overwhelming chaos and deep melancholy pervades the colorful surroundings, reflecting a poignant contrast between vibrant toys and the somber mood of the scene."
25077,1.0,0.333333333,,emotic_train,a woman riding a horse in a field,"Joyful anticipation: a woman in white riding gear sits confidently on a black pony in a sunlit outdoor arena, radiating excitement and a hint of tension."
25078,0.333333333,1.666666667,,emotic_train,a woman in a suit is standing next to a horse,"Cheerful rider with her horse in a serene equestrian setting, black and white photo, capturing a moment of joy and calm connection between human and animal, lush trees in the background."
25079,-1.0,-1.666666667,,emotic_train,a man with his head in his hands,"A solitary man in deep despair, head in hands, a backdrop of muted, worn walls. The heavy silence of emotional anguish permeates the scene, evoking a sense of profound sadness and introspection."
25080,1.0,1.0,,emotic_train,a woman sitting at a table with a laptop,"Young woman engrossed in laptop at outdoor cafe, intense focus, vibrant city background, bustling yet serene atmosphere, warm and lively surroundings, evokes curiosity and engagement in urban life."
25081,-1.0,0.333333333,,emotic_train,a woman in a wet suit is sitting on a surfboard in the water,"A lone surfer in a wetsuit sitting on their board, drifting on serene blue waters, gazing into the distance with a calm yet reflective demeanor. The gentle waves subtly mirror the tranquil yet introspective mood of the scene."
25082,-2.333333333,1.666666667,,emotic_train,a group of people building a snow fort,"Joyful winter fun, family building a snow fort surrounded by deep snow, smiles and laughter filling the crisp air, cozy clothing keeping them warm, heartwarming togetherness under a clear sky."
25083,1.0,0.666666667,,emotic_train,a baseball player is swinging at a pitch,"Intense baseball showdown at dusk: a batter poised to hit, catcher ready, and umpire focused. Crowded stadium, bright lights, and palpable tension in the air. Blue and red uniforms, packed dugout, and undeniable anticipation."
25084,0.0,0.333333333,,emotic_train,a group of people sitting on a couch playing guitars,"Cozy living room gathering, friends relaxed on a sofa, one person playing guitar, warm lighting, shelves filled with albums, casual conversation, a gentle sense of contentment and connection."
25085,0.333333333,-0.333333333,,emotic_train,a man is milking a cow in a barn,"A somber farm moment, a person in workwear milks a cow indoors, machinery hums softly. The atmosphere is heavy, underlined by the quiet, routine labor of farm life."
